Item Name,Item ID,Item meta,Has NBT,Display Name
minecraft:torch,50,0,false,
minecraft:oak_stairs,53,0,false, 
minecraft:chest,54,0,false,
minecraft:diamond_ore,56,0,false, 
minecraft:diamond_block,57,0,false, 
minecraft:crafting_table,58,0,false,
minecraft:farmland,60,0,false,
minecraft:furnace,61,0,false,
minecraft:lit_furnace,62,0,false,
minecraft:ladder,65,0,false,
minecraft:rail,66,0,false,
minecraft:stone_stairs,67,0,false,  
minecraft:lever,69,0,false,
minecraft:stone_pressure_plate,70,0,false, 
minecraft:wooden_pressure_plate,72,0,false, 
minecraft:redstone_ore,73,0,false, 
minecraft:redstone_torch,76,0,false, 
minecraft:stone_button,77,0,false,
minecraft:snow_layer,78,0,false,
minecraft:ice,79,0,false,˸
minecraft:snow,80,0,false,
minecraft:cactus,81,0,false,
minecraft:clay,82,0,false,
minecraft:jukebox,84,0,false,
minecraft:fence,85,0,false,
minecraft:pumpkin,86,0,false,
minecraft:netherrack,87,0,false, 
minecraft:soul_sand,88,0,false, 
minecraft:glowstone,89,0,false,
minecraft:lit_pumpkin,91,0,false, 
minecraft:stained_glass,95,0,false, 
minecraft:stained_glass,95,1,false, 
minecraft:stained_glass,95,2,false, 
minecraft:stained_glass,95,3,false, 
minecraft:stained_glass,95,4,false,Ƹ 
minecraft:stained_glass,95,5,false, 
minecraft:stained_glass,95,6,false, 
minecraft:stained_glass,95,7,false, 
minecraft:stained_glass,95,8,false,- 
minecraft:stained_glass,95,9,false, 
minecraft:stained_glass,95,10,false, 
minecraft:stained_glass,95,11,false, 
minecraft:stained_glass,95,12,false, 
minecraft:stained_glass,95,13,false, 
minecraft:stained_glass,95,14,false, 
minecraft:stained_glass,95,15,false,׸ 
minecraft:trapdoor,96,0,false,
minecraft:monster_egg,97,0,false,  
minecraft:monster_egg,97,1,false,  
minecraft:monster_egg,97,2,false,   
minecraft:monster_egg,97,3,false,    
minecraft:monster_egg,97,4,false,    
minecraft:monster_egg,97,5,false,    
minecraft:stonebrick,98,0,false, 
minecraft:stonebrick,98,1,false,  
minecraft:stonebrick,98,2,false,  
minecraft:stonebrick,98,3,false,  
minecraft:brown_mushroom_block,99,0,false,
minecraft:red_mushroom_block,100,0,false,
minecraft:iron_bars,101,0,false, 
minecraft:glass_pane,102,0,false, 
minecraft:melon_block,103,0,false,
minecraft:vine,106,0,false,
minecraft:fence_gate,107,0,false,
minecraft:brick_stairs,108,0,false, 
minecraft:stone_brick_stairs,109,0,false,   
minecraft:mycelium,110,0,false,
minecraft:waterlily,111,0,false,
minecraft:nether_brick,112,0,false, 
minecraft:nether_brick_fence,113,0,false, 
minecraft:nether_brick_stairs,114,0,false, 
minecraft:enchanting_table,116,0,false, 
minecraft:end_stone,121,0,false, 
minecraft:dragon_egg,122,0,false, 
minecraft:redstone_lamp,123,0,false,
minecraft:wooden_slab,126,0,false, 
minecraft:wooden_slab,126,1,false, 
minecraft:wooden_slab,126,2,false, 
minecraft:wooden_slab,126,3,false,   
minecraft:wooden_slab,126,4,false,  
minecraft:wooden_slab,126,5,false,   
minecraft:sandstone_stairs,128,0,false,  
minecraft:emerald_ore,129,0,false, 
minecraft:ender_chest,130,0,false, 
minecraft:tripwire_hook,131,0,false,
minecraft:emerald_block,133,0,false, 
minecraft:spruce_stairs,134,0,false, 
minecraft:birch_stairs,135,0,false, 
minecraft:jungle_stairs,136,0,false,   
minecraft:command_block,137,0,false, 
minecraft:beacon,138,0,false,
minecraft:cobblestone_wall,139,0,false, 
minecraft:cobblestone_wall,139,1,false,   
minecraft:wooden_button,143,0,false,
minecraft:anvil,145,0,false,
minecraft:trapped_chest,146,0,false,-
minecraft:light_weighted_pressure_plate,147,0,false,  
minecraft:heavy_weighted_pressure_plate,148,0,false,  
minecraft:daylight_detector,151,0,false,  
minecraft:redstone_block,152,0,false,  
minecraft:quartz_ore,153,0,false, 
minecraft:hopper,154,0,false,
minecraft:quartz_block,155,0,false, 
minecraft:quartz_block,155,1,false,  
minecraft:quartz_block,155,2,false, 
minecraft:quartz_stairs,156,0,false, 
minecraft:activator_rail,157,0,false, 
minecraft:dropper,158,0,false,
minecraft:stained_hardened_clay,159,0,false,  
minecraft:stained_hardened_clay,159,1,false,  
minecraft:stained_hardened_clay,159,2,false,  
minecraft:stained_hardened_clay,159,3,false,  
minecraft:stained_hardened_clay,159,4,false,Ƹ  
minecraft:stained_hardened_clay,159,5,false,  
minecraft:stained_hardened_clay,159,6,false,  
minecraft:stained_hardened_clay,159,7,false,  
minecraft:stained_hardened_clay,159,8,false,-  
minecraft:stained_hardened_clay,159,9,false,  
minecraft:stained_hardened_clay,159,10,false,  
minecraft:stained_hardened_clay,159,11,false,  
minecraft:stained_hardened_clay,159,12,false,  
minecraft:stained_hardened_clay,159,13,false,  
minecraft:stained_hardened_clay,159,14,false,  
minecraft:stained_hardened_clay,159,15,false,׸  
minecraft:stained_glass_pane,160,0,false,  
minecraft:stained_glass_pane,160,1,false,  
minecraft:stained_glass_pane,160,2,false,  
minecraft:stained_glass_pane,160,3,false,  
minecraft:stained_glass_pane,160,4,false,Ƹ  
minecraft:stained_glass_pane,160,5,false,  
minecraft:stained_glass_pane,160,6,false,  
minecraft:stained_glass_pane,160,7,false,  
minecraft:stained_glass_pane,160,8,false,-  
minecraft:stained_glass_pane,160,9,false,  
minecraft:stained_glass_pane,160,10,false,  
minecraft:stained_glass_pane,160,11,false,  
minecraft:stained_glass_pane,160,12,false,  
minecraft:stained_glass_pane,160,13,false,  
minecraft:stained_glass_pane,160,14,false,  
minecraft:stained_glass_pane,160,15,false,׸  
minecraft:leaves2,161,0,false, 
minecraft:leaves2,161,1,false,  
minecraft:log2,162,0,false, 
minecraft:log2,162,1,false,  
minecraft:acacia_stairs,163,0,false,  
minecraft:dark_oak_stairs,164,0,false,   
minecraft:hay_block,170,0,false, 
minecraft:carpet,171,0,false,
minecraft:carpet,171,1,false, 
minecraft:carpet,171,2,false, 
minecraft:carpet,171,3,false, 
minecraft:carpet,171,4,false,Ƹ 
minecraft:carpet,171,5,false, 
minecraft:carpet,171,6,false, 
minecraft:carpet,171,7,false, 
minecraft:carpet,171,8,false,- 
minecraft:carpet,171,9,false, 
minecraft:carpet,171,10,false, 
minecraft:carpet,171,11,false, 
minecraft:carpet,171,12,false, 
minecraft:carpet,171,13,false, 
minecraft:carpet,171,14,false, 
minecraft:carpet,171,15,false,׸ 
minecraft:hardened_clay,172,0,false, 
minecraft:coal_block,173,0,false, 
minecraft:packed_ice,174,0,false, 
minecraft:double_plant,175,0,false,
minecraft:double_plant,175,1,false,
minecraft:double_plant,175,2,false,  
minecraft:double_plant,175,3,false, 
minecraft:double_plant,175,4,false, 
minecraft:double_plant,175,5,false,
minecraft:iron_shovel,256,0,false, 
minecraft:iron_pickaxe,257,0,false, 
minecraft:iron_axe,258,0,false, 
minecraft:flint_and_steel,259,0,false,
minecraft:apple,260,0,false,
minecraft:bow,261,0,false,
minecraft:arrow,262,0,false,
minecraft:coal,263,0,false,
minecraft:coal,263,1,false, 
minecraft:diamond,264,0,false,
minecraft:iron_ingot,265,0,false, 
minecraft:gold_ingot,266,0,false, 
minecraft:iron_sword,267,0,false, 
minecraft:wooden_sword,268,0,false, 
minecraft:wooden_shovel,269,0,false, 
minecraft:wooden_pickaxe,270,0,false, 
minecraft:wooden_axe,271,0,false, 
minecraft:stone_sword,272,0,false, 
minecraft:stone_shovel,273,0,false, 
minecraft:stone_pickaxe,274,0,false, 
minecraft:stone_axe,275,0,false, 
minecraft:diamond_sword,276,0,false, 
minecraft:diamond_shovel,277,0,false, 
minecraft:diamond_pickaxe,278,0,false, 
minecraft:diamond_axe,279,0,false, 
minecraft:stick,280,0,false,
minecraft:bowl,281,0,false,
minecraft:mushroom_stew,282,0,false, 
minecraft:golden_sword,283,0,false, 
minecraft:golden_shovel,284,0,false, 
minecraft:golden_pickaxe,285,0,false, 
minecraft:golden_axe,286,0,false, 
minecraft:string,287,0,false,
minecraft:feather,288,0,false,
minecraft:gunpowder,289,0,false,
minecraft:wooden_hoe,290,0,false, 
minecraft:stone_hoe,291,0,false, 
minecraft:iron_hoe,292,0,false, 
minecraft:diamond_hoe,293,0,false, 
minecraft:golden_hoe,294,0,false, 
minecraft:wheat_seeds,295,0,false, 
minecraft:wheat,296,0,false,
minecraft:bread,297,0,false,
minecraft:leather_helmet,298,0,false, 
minecraft:leather_chestplate,299,0,false, 
minecraft:leather_leggings,300,0,false, 
minecraft:leather_boots,301,0,false, 
minecraft:chainmail_helmet,302,0,false, 
minecraft:chainmail_chestplate,303,0,false, 
minecraft:chainmail_leggings,304,0,false, 
minecraft:chainmail_boots,305,0,false, 
minecraft:iron_helmet,306,0,false, 
minecraft:iron_chestplate,307,0,false, 
minecraft:iron_leggings,308,0,false, 
minecraft:iron_boots,309,0,false, 
minecraft:diamond_helmet,310,0,false, 
minecraft:diamond_chestplate,311,0,false, 
minecraft:diamond_leggings,312,0,false, 
minecraft:diamond_boots,313,0,false, 
minecraft:golden_helmet,314,0,false, 
minecraft:golden_chestplate,315,0,false, 
minecraft:golden_leggings,316,0,false, 
minecraft:golden_boots,317,0,false, 
minecraft:flint,318,0,false,
minecraft:porkchop,319,0,false, 
minecraft:cooked_porkchop,320,0,false, 
minecraft:painting,321,0,false,
minecraft:golden_apple,322,0,false, 
minecraft:golden_apple,322,1,false, 
minecraft:sign,323,0,false,
minecraft:wooden_door,324,0,false, 
minecraft:bucket,325,0,false,
minecraft:water_bucket,326,0,false, 
minecraft:lava_bucket,327,0,false, 
minecraft:minecart,328,0,false,
minecraft:saddle,329,0,false,
minecraft:iron_door,330,0,false, 
minecraft:redstone,331,0,false, 
minecraft:snowball,332,0,false,
minecraft:boat,333,0,false,
minecraft:leather,334,0,false,
minecraft:milk_bucket,335,0,false,
minecraft:brick,336,0,false,
minecraft:clay_ball,337,0,false,
minecraft:reeds,338,0,false, 
minecraft:paper,339,0,false,
minecraft:book,340,0,false,
minecraft:slime_ball,341,0,false, 
minecraft:chest_minecart,342,0,false,  
minecraft:furnace_minecart,343,0,false,  
minecraft:egg,344,0,false,
minecraft:compass,345,0,false,
minecraft:fishing_rod,346,0,false,
minecraft:clock,347,0,false,
minecraft:glowstone_dust,348,0,false,
minecraft:fish,349,0,false, 
minecraft:fish,349,1,false, 
minecraft:fish,349,2,false,-
minecraft:fish,349,3,false, 
minecraft:cooked_fished,350,0,false, 
minecraft:cooked_fished,350,1,false, 
minecraft:dye,351,0,false, 
minecraft:dye,351,1,false, 
minecraft:dye,351,2,false, 
minecraft:dye,351,3,false,-
minecraft:dye,351,4,false,
minecraft:dye,351,5,false, 
minecraft:dye,351,6,false, 
minecraft:dye,351,7,false,- 
minecraft:dye,351,8,false, 
minecraft:dye,351,9,false, 
minecraft:dye,351,10,false, 
minecraft:dye,351,11,false,Ƹ 
minecraft:dye,351,12,false, 
minecraft:dye,351,13,false, 
minecraft:dye,351,14,false, 
minecraft:dye,351,15,false, 
minecraft:bone,352,0,false,
minecraft:sugar,353,0,false,
minecraft:cake,354,0,false,
minecraft:bed,355,0,false,
minecraft:repeater,356,0,false,
minecraft:cookie,357,0,false,
minecraft:filled_map,358,0,false, #0
minecraft:shears,359,0,false,
minecraft:melon,360,0,false,
minecraft:pumpkin_seeds,361,0,false, 
minecraft:melon_seeds,362,0,false, 
minecraft:beef,363,0,false, 
minecraft:cooked_beef,364,0,false,
minecraft:chicken,365,0,false,
minecraft:cooked_chicken,366,0,false, 
minecraft:rotten_flesh,367,0,false, 
minecraft:ender_pearl,368,0,false, 
minecraft:blaze_rod,369,0,false, 
minecraft:ghast_tear,370,0,false, 
minecraft:gold_nugget,371,0,false, 
minecraft:nether_wart,372,0,false, 
minecraft:potion,373,0,false, 
minecraft:potion,373,16,false, 
minecraft:potion,373,32,false, 
minecraft:potion,373,64,false, 
minecraft:potion,373,8192,false, 
minecraft:potion,373,16384,false, 
minecraft:glass_bottle,374,0,false,
minecraft:spider_eye,375,0,false, 
minecraft:fermented_spider_eye,376,0,false,  
minecraft:blaze_powder,377,0,false, 
minecraft:magma_cream,378,0,false, 
minecraft:brewing_stand,379,0,false, 
minecraft:cauldron,380,0,false,
minecraft:ender_eye,381,0,false, 
minecraft:speckled_melon,382,0,false, 
minecraft:spawn_egg,383,50,false,  - 
minecraft:experience_bottle,384,0,false, 
minecraft:fire_charge,385,0,false, 
minecraft:writable_book,386,0,false,  
minecraft:written_book,387,0,false, 
minecraft:emerald,388,0,false,
minecraft:item_frame,389,0,false,
minecraft:flower_pot,390,0,false, 
minecraft:carrot,391,0,false,
minecraft:potato,392,0,false,
minecraft:baked_potato,393,0,false, 
minecraft:poisonous_potato,394,0,false, 
minecraft:map,395,0,false, 
minecraft:golden_carrot,396,0,false, 
minecraft:skull,397,0,false, 
minecraft:skull,397,1,false, -
minecraft:skull,397,2,false, 
minecraft:skull,397,3,false,
minecraft:skull,397,4,false, 
minecraft:carrot_on_a_stick,398,0,false,  
minecraft:nether_star,399,0,false, 
minecraft:pumpkin_pie,400,0,false, 
minecraft:fireworks,401,0,false,
minecraft:firework_charge,402,0,false,
minecraft:enchanted_book,403,0,false, 
minecraft:comparator,404,0,false,
minecraft:netherbrick,405,0,false, 
minecraft:quartz,406,0,false,
minecraft:tnt_minecart,407,0,false,  TNT
minecraft:hopper_minecart,408,0,false,  
minecraft:iron_horse_armor,417,0,false,  
minecraft:golden_horse_armor,418,0,false,  
minecraft:diamond_horse_armor,419,0,false,  
minecraft:lead,420,0,false,
minecraft:name_tag,421,0,false,
minecraft:command_block_minecart,422,0,false,   
minecraft:record_13,2256,0,false,
AFSU:AFSU,475,0,true,
AFSU:AFSU,475,1,true,
AFSU:ALC,4394,0,false,
AdvancedSolarPanel:BlockMolecularTransformer,227,0,false, 
AdvancedSolarPanel:BlockAdvSolarPanel,228,0,false,  
AdvancedSolarPanel:BlockAdvSolarPanel,228,1,false,  
AdvancedSolarPanel:BlockAdvSolarPanel,228,2,false,   
AdvancedSolarPanel:BlockAdvSolarPanel,228,3,false,  
AdvancedSolarPanel:BlockAdvSolarPanel,228,4,false, 
AdvancedSolarPanel:BlockAdvSolarPanel,228,5,false,   
AdvancedSolarPanel:BlockAdvSolarPanel,228,6,false,U1923  
AdvancedSolarPanel:advanced_solar_helmet,4302,1,true,  
AdvancedSolarPanel:advanced_solar_helmet,4302,27,false,  
AdvancedSolarPanel:hybrid_solar_helmet,4303,1,true,  
AdvancedSolarPanel:hybrid_solar_helmet,4303,27,false,  
AdvancedSolarPanel:ultimate_solar_helmet,4304,1,true,  
AdvancedSolarPanel:ultimate_solar_helmet,4304,27,false,  
AdvancedSolarPanel:asp_crafting_items,4305,0,false,
AdvancedSolarPanel:asp_crafting_items,4305,1,false, 
AdvancedSolarPanel:asp_crafting_items,4305,2,false, 
AdvancedSolarPanel:asp_crafting_items,4305,3,false, 
AdvancedSolarPanel:asp_crafting_items,4305,4,false,  
AdvancedSolarPanel:asp_crafting_items,4305,5,false,  
AdvancedSolarPanel:asp_crafting_items,4305,6,false,- 
AdvancedSolarPanel:asp_crafting_items,4305,7,false, - 
AdvancedSolarPanel:asp_crafting_items,4305,8,false,  
AdvancedSolarPanel:asp_crafting_items,4305,9,false, 
AdvancedSolarPanel:asp_crafting_items,4305,10,false, 
AdvancedSolarPanel:asp_crafting_items,4305,11,false, 
AdvancedSolarPanel:asp_crafting_items,4305,12,false,  
AdvancedSolarPanel:asp_crafting_items,4305,13,false, 
AdvancedSolarPanel:asp_crafting_items,4305,14,false,  
AdvancedSolarPanel:asp_crafting_items,4305,15,false, 
AdvancedSolarPanel:asp_crafting_items,4305,16,false,
AdvancedSolarPanel:asp_crafting_items,4305,17,false,  
AdvancedSolarPanel:asp_crafting_items,4305,18,false, 
AdvancedSolarPanel:asp_crafting_items,4305,19,false, 
ArchitectureCraft:sawbench,476,0,false,Architect's Sawbench
ArchitectureCraft:shape,477,0,false,Architectural Block
ArchitectureCraft:sawblade,4395,0,false,Circular Saw Blade
ArchitectureCraft:largePulley,4396,0,false,Large Pulley
ArchitectureCraft:chisel,4397,0,false,Architect's Chisel
ArchitectureCraft:hammer,4398,0,false,Architect's Hammer
ArchitectureCraft:cladding,4399,0,false,Cladding
Aroma1997Core:wrench,4096,0,false,Aromic Hammer
Aroma1997Core:wrenched,4097,0,false,null
Aroma1997sDimension:aromicPortal,1882,0,false,Mining Portal
Aroma1997sDimension:portalFrame,1883,0,false,Portal Frame
Aroma1997sDimension:stickyOre,1884,0,false,Sticky Ore
Aroma1997sDimension:portalIgniter,6356,0,false,Mining Multitool
Aroma1997sDimension:dimensionChanger,6357,0,false,DimensionChanger
Avaritia:Double_Craft,478,0,false, 
Avaritia:Triple_Craft,479,0,false,  
Avaritia:Dire_Crafting,480,0,false, 
Avaritia:Crystal_Matrix,481,0,false, 
Avaritia:Resource_Block,482,0,false, 
Avaritia:Resource_Block,482,1,false, 
Avaritia:Neutron_Collector,483,0,false, 
Avaritia:Neutronium_Compressor,484,0,false, 
Avaritia:Resource,4400,0,false, 
Avaritia:Resource,4400,1,false,- 
Avaritia:Resource,4400,2,false, 
Avaritia:Resource,4400,3,false, 
Avaritia:Resource,4400,4,false, 
Avaritia:Resource,4400,5,false, 
Avaritia:Resource,4400,6,false, 
Avaritia:Resource,4400,7,false, 
Avaritia:Resource,4400,8,false, 
Avaritia:Resource,4400,9,false, 
Avaritia:Singularity,4401,0,false, 
Avaritia:Singularity,4401,1,false, 
Avaritia:Singularity,4401,2,false, 
Avaritia:Singularity,4401,3,false, 
Avaritia:Singularity,4401,4,false, 
Avaritia:Singularity,4401,5,false, 
Avaritia:Singularity,4401,6,false, 
Avaritia:Singularity,4401,7,false, 
Avaritia:Singularity,4401,8,false, 
Avaritia:Singularity,4401,9,false, 
Avaritia:Singularity,4401,10,false, 
Avaritia:Infinity_Pickaxe,4402,0,true, 
Avaritia:Infinity_Sword,4403,0,false, 
Avaritia:Skull_Sword,4404,0,false,  
Avaritia:Ultimate_Stew,4405,0,false, 
Avaritia:Cosmic_Meatballs,4406,0,false, 
Avaritia:Endest_Pearl,4407,0,false, 
Avaritia:Infinity_Helm,4408,0,false, 
Avaritia:Infinity_Chest,4409,0,false, 
Avaritia:Infinity_Pants,4410,0,false, 
Avaritia:Infinity_Shoes,4411,0,false, 
Avaritia:Matter_Cluster,4412,0,false, 
Avaritia:Infinity_Bow,4413,0,false, 
Avaritia:Infinity_Shovel,4414,0,false, 
Avaritia:Infinity_Axe,4415,0,false, 
Baubles:Ring,4356,0,false, 
BigReactors:YelloriteOre,497,0,false, 
BigReactors:BRMetalBlock,498,0,false, 
BigReactors:BRMetalBlock,498,1,false, 
BigReactors:BRMetalBlock,498,2,false, 
BigReactors:BRMetalBlock,498,3,false, 
BigReactors:BRMetalBlock,498,4,false, 
BigReactors:YelloriumFuelRod,499,0,false,  
BigReactors:BRReactorPart,500,0,false, 
BigReactors:BRReactorPart,500,1,false, 
BigReactors:BRReactorPart,500,2,false,  
BigReactors:BRReactorPart,500,3,false, 
BigReactors:BRReactorPart,500,4,false,  
BigReactors:BRReactorPart,500,5,false,  
BigReactors:BRReactorPart,500,6,false, RedNet 
BigReactors:BRReactorPart,500,7,false,  
BigReactors:BRMultiblockGlass,501,0,false, 
BigReactors:BRMultiblockGlass,501,1,false, 
BigReactors:BRReactorRedstonePort,502,0,false,  
BigReactors:BRTurbinePart,503,0,false, 
BigReactors:BRTurbinePart,503,1,false, 
BigReactors:BRTurbinePart,503,2,false,  
BigReactors:BRTurbinePart,503,3,false,  
BigReactors:BRTurbinePart,503,4,false,  
BigReactors:BRTurbinePart,503,5,false,  
BigReactors:BRTurbineRotorPart,504,0,false,  
BigReactors:BRTurbineRotorPart,504,1,false,  
BigReactors:BRDevice,505,0,false, 
BigReactors:tile.fluid.yellorium.still,506,0,false, 
BigReactors:tile.fluid.cyanite.still,507,0,false, 
BigReactors:BRMultiblockCreativePart,508,0,false,   
BigReactors:BRMultiblockCreativePart,508,1,false,   
BigReactors:BRIngot,4570,0,false, 
BigReactors:BRIngot,4570,1,false, 
BigReactors:BRIngot,4570,2,false, 
BigReactors:BRIngot,4570,3,false, 
BigReactors:BRIngot,4570,4,false, 
BigReactors:BRIngot,4570,5,false, 
BigReactors:BRIngot,4570,6,false, 
BigReactors:BRIngot,4570,7,false, 
BigReactors:BRIngot,4570,8,false, 
BigReactors:BRIngot,4570,9,false, 
BigReactors:bucketYellorium,4571,0,false,  
BigReactors:bucketCyanite,4572,0,false,  
BigReactors:BRDebugTool,4573,0,false,  BeefTronic
BinnieCore:storage,635,0,false,
BinnieCore:storage,635,1,false, 
BinnieCore:storage,635,2,false, 
BinnieCore:storage,635,3,false, 
BinnieCore:storage,635,4,false, 
BinnieCore:storage,635,5,false, 
BinnieCore:containerBucket,4838,128,false, 
BinnieCore:containerBucket,4838,129,false, 
BinnieCore:containerBucket,4838,130,false, 
BinnieCore:containerBucket,4838,131,false, 
BinnieCore:containerBucket,4838,64,false, 
BinnieCore:containerBucket,4838,65,false, 
BinnieCore:containerBucket,4838,66,false, 
BinnieCore:containerCapsule,4839,128,false, 
BinnieCore:containerCapsule,4839,129,false, 
BinnieCore:containerCapsule,4839,130,false, 
BinnieCore:containerCapsule,4839,131,false, 
BinnieCore:containerCapsule,4839,64,false, 
BinnieCore:containerCapsule,4839,65,false, 
BinnieCore:containerCapsule,4839,66,false, 
BinnieCore:containerRefractory,4840,64,false, 
BinnieCore:containerRefractory,4840,65,false, 
BinnieCore:containerRefractory,4840,66,false, 
BinnieCore:containerCan,4841,128,false, 
BinnieCore:containerCan,4841,129,false, 
BinnieCore:containerCan,4841,130,false, 
BinnieCore:containerCan,4841,131,false, 
BinnieCore:containerCan,4841,64,false, 
BinnieCore:containerCan,4841,65,false, 
BinnieCore:containerCan,4841,66,false, 
BinnieCore:containerGlass,4842,0,false, 
BinnieCore:containerCylinder,4843,768,false,   
BinnieCore:containerCylinder,4843,769,false, 
BinnieCore:containerCylinder,4843,770,false,  
BinnieCore:containerCylinder,4843,771,false,  
BinnieCore:containerCylinder,4843,772,false,  
BinnieCore:genesis,4844,0,false,
BinnieCore:fieldKit,4845,0,false, 
BiomesOPlenty:mud,509,0,false,
BiomesOPlenty:mud,509,1,false, 
BiomesOPlenty:driedDirt,510,0,false, 
BiomesOPlenty:rocks,511,0,false,
BiomesOPlenty:rocks,511,1,false, 
BiomesOPlenty:rocks,511,2,false,
BiomesOPlenty:rocks,511,3,false, 
BiomesOPlenty:rocks,511,4,false, 
BiomesOPlenty:rocks,511,5,false,  
BiomesOPlenty:ash,512,0,false, 
BiomesOPlenty:flesh,513,0,false,
BiomesOPlenty:plants,514,0,false,̸ 
BiomesOPlenty:plants,514,1,false, 
BiomesOPlenty:plants,514,2,false, 
BiomesOPlenty:plants,514,3,false, 
BiomesOPlenty:plants,514,4,false, 
BiomesOPlenty:plants,514,5,false,
BiomesOPlenty:plants,514,6,false, 
BiomesOPlenty:plants,514,7,false,
BiomesOPlenty:plants,514,8,false, 
BiomesOPlenty:plants,514,12,false, 
BiomesOPlenty:plants,514,13,false, 
BiomesOPlenty:plants,514,14,false,
BiomesOPlenty:plants,514,15,false,
BiomesOPlenty:flowers,515,0,false,
BiomesOPlenty:flowers,515,1,false, 
BiomesOPlenty:flowers,515,2,false, 
BiomesOPlenty:flowers,515,3,false,
BiomesOPlenty:flowers,515,4,false, 
BiomesOPlenty:flowers,515,5,false, 
BiomesOPlenty:flowers,515,6,false, 
BiomesOPlenty:flowers,515,7,false, 
BiomesOPlenty:flowers,515,8,false,
BiomesOPlenty:flowers,515,9,false, 
BiomesOPlenty:flowers,515,10,false,
BiomesOPlenty:flowers,515,11,false, 
BiomesOPlenty:flowers,515,12,false,
BiomesOPlenty:flowers,515,13,false, 
BiomesOPlenty:flowers,515,15,false, 
BiomesOPlenty:flowers2,516,0,false, 
BiomesOPlenty:flowers2,516,1,false,
BiomesOPlenty:flowers2,516,2,false, 
BiomesOPlenty:flowers2,516,3,false,
BiomesOPlenty:flowers2,516,4,false,
BiomesOPlenty:flowers2,516,5,false,
BiomesOPlenty:flowers2,516,6,false, 
BiomesOPlenty:flowers2,516,7,false, 
BiomesOPlenty:flowers2,516,8,false,
BiomesOPlenty:stoneFormations,517,0,false,
BiomesOPlenty:stoneFormations,517,1,false,
BiomesOPlenty:mushrooms,518,0,false,
BiomesOPlenty:mushrooms,518,1,false,
BiomesOPlenty:mushrooms,518,2,false, 
BiomesOPlenty:mushrooms,518,3,false,
BiomesOPlenty:mushrooms,518,4,false, 
